drive,xmission,fuelType,classId,id,make,year,hp,torque
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Ford Flex SEL,Ford,2012,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Ford Flex SEL AWD,Ford,2012,262,248
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Ford Flex Limited,Ford,2012,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Ford Flex Limited AWD,Ford,2012,262,248
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Ford Flex Limited AWD Turbo,Ford,2012,355,350
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Ford Flex Titanium,Ford,2012,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Ford Flex Titanium AWD,Ford,2012,262,248
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Ford Flex Titanium AWD Turbo,Ford,2012,355,350
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Honda Fit,Honda,2010,117,106
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Fit AT,Honda,2010,117,106
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Honda Fit Sport,Honda,2010,117,106
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Fit Sport AT,Honda,2010,117,106
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex SE,Ford,2011,262,248
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex SEL,Ford,2011,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex SEL AWD,Ford,2011,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex SEL AWD Turbo,Ford,2011,355,350
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex Limited,Ford,2011,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex Limited AWD,Ford,2011,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex Limited AWD Turbo,Ford,2011,355,350
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex Titanium,Ford,2011,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex Titanium AWD,Ford,2011,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Ford Flex Titanium AWD Turbo,Ford,2011,355,350
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mazda CX-7 i SV,Mazda,2010,161,161
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mazda CX-7 i Sport,Mazda,2010,161,161
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mazda CX-7 s Touring,Mazda,2010,244,258
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mazda CX-7 s Touring AWD,Mazda,2010,244,258
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mazda CX-7 s Grand Touring,Mazda,2010,244,258
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mazda CX-7 s Grand Touring AWD,Mazda,2010,244,258
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Tucson GL AT,Hyundai,2011,165,146
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Tucson GLS,Hyundai,2011,176,168
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Tucson Limited PZEV,Hyundai,2011,170,163
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Tucson Limited AWD,Hyundai,2011,176,168
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Tucson Limited PZEV AWD,Hyundai,2011,170,163
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Tucson GLS AWD,Hyundai,2011,176,168
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Tucson GLS PZEV,Hyundai,2011,170,163
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Hyundai Tucson GL,Hyundai,2011,165,146
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Tucson GLS PZEV AWD,Hyundai,2011,170,163
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Tucson Limited,Hyundai,2011,176,168
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Audi R8 Spyder 4.2,Audi,2012,430,316
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Audi R8 Spyder 5.2,Audi,2012,525,391
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Ford Flex SE,Ford,2010,262,248
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Ford Flex SEL,Ford,2010,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Ford Flex SEL AWD,Ford,2010,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Ford Flex SEL AWD Turbo,Ford,2010,355,350
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Ford Flex Limited,Ford,2010,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Ford Flex Limited AWD,Ford,2010,262,248
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Ford Flex Limited AWD Turbo,Ford,2010,355,350
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mazda CX-9 Sport,Mazda,2011,273,270
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mazda CX-9 Sport AWD,Mazda,2011,273,270
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mazda CX-9 Touring,Mazda,2011,273,270
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mazda CX-9 Touring AWD,Mazda,2011,273,270
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mazda CX-9 Grand Touring,Mazda,2011,273,270
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mazda CX-9 Grand Touring AWD,Mazda,2011,273,270
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Volkswagen Tiguan S,Volkswagen,2011,200,207
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Tiguan S AT,Volkswagen,2011,200,207
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Tiguan SE,Volkswagen,2011,200,207
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Tiguan SEL,Volkswagen,2011,200,207
Four-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volkswagen Touareg VR6 FSI Sport,Volkswagen,2010,280,265
Four-wheel drive,6 Speed Automatic,Diesel fuel,Automatic transmission,2010 Volkswagen Touareg V6 TDI Clean Diesel Sport,Volkswagen,2010,225,406
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz CL550 4Matic,Mercedes,2010,382,391
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz CL600,Mercedes-Benz,2010,510,612
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz CL63 AMG,AMG,2010,518,465
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz CL65 AMG,AMG,2010,621,738
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 128i Convertible,BMW Motorrad,2011,230,200
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 128i Convertible AT,BMW Motorrad,2011,230,200
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 135i Convertible,BMW,2011,300,300
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz CL600,Mercedes-Benz,2011,510,612
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz CL63 AMG,AMG,2011,536,590
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz CL550 4Matic,Mercedes-Benz,2011,429,516
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz CL65 AMG,AMG,2011,621,738
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 135i Coupe AT,BMW Motorrad,2010,300,300
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 BMW 135i Coupe,BMW Motorrad,2010,300,300
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 BMW 128i Coupe,BMW Motorrad,2010,230,200
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 128i Coupe AT,BMW Motorrad,2010,230,200
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Hyundai Tucson Limited,Hyundai,2010,176,168
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Hyundai Tucson GLS,Hyundai,2010,176,168
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Hyundai Tucson Limited PZEV 4WD,Hyundai,2010,170,163
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Hyundai Tucson Limited 4WD,Hyundai,2010,176,168
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Hyundai Tucson GLS AT 4WD,Hyundai,2010,176,168
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Hyundai Tucson GLS PZEV 4WD,Hyundai,2010,170,163
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Hyundai Tucson Limited PZEV,Hyundai,2010,170,163
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Hyundai Tucson GLS AT,Hyundai,2010,176,168
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Hyundai Tucson GLS PZEV,Hyundai,2010,170,163
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 135i Coupe,BMW Motorrad,2011,300,300
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 128i Coupe AT,BMW Motorrad,2011,230,200
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 128i Coupe,BMW Motorrad,2011,230,200
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz CLS550,Mercedes,2010,382,391
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz CLS63 AMG,AMG,2010,507,465
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Convertible 1LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Convertible 1LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Convertible 2LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Convertible 2LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Convertible 3LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Convertible 3LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Convertible 4LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Convertible 4LT AT,Chevrolet,2011,430,424
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz CLS63 AMG,Mercedes-AMG,2011,507,465
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Convertible 1LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Convertible 1LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Convertible 2LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Convertible 2LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Convertible 3LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Convertible 3LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Convertible 4LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Convertible 4LT AT,Chevrolet,2010,430,424
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Mitsubishi Eclipse GT,Mitsubishi,2012,265,262
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Mitsubishi Eclipse SE,Mitsubishi,2012,162,162
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Mitsubishi Eclipse GS AT,Mitsubishi,2012,162,162
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2012 Mitsubishi Eclipse GS,Mitsubishi,2012,162,162
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Mitsubishi Eclipse GS-Sport,Mitsubishi,2012,162,162
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Eclipse GS AT,Mitsubishi,2011,162,162
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Mitsubishi Eclipse GS,Mitsubishi,2011,162,162
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Eclipse GS-Sport,Mitsubishi,2011,162,162
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Eclipse GT,Mitsubishi,2011,265,262
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Eclipse GT AT,Mitsubishi,2010,265,262
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Mitsubishi Eclipse GS,Mitsubishi,2010,162,162
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Eclipse GS-Sport,Mitsubishi,2010,162,162
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Eclipse GS AT,Mitsubishi,2010,162,162
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Mitsubishi Eclipse GT,Mitsubishi,2010,265,262
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Coupe 1LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Coupe 1LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Coupe 2LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Coupe 2LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Coupe 3LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Coupe 3LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Coupe 4LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Coupe 4LT AT,Chevrolet,2012,430,424
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4,Toyota,2010,179,172
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 4WD,Toyota,2010,179,172
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 V6,Toyota,2010,269,246
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 V6 4WD,Toyota,2010,269,246
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 Sport,Toyota,2010,179,172
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 Sport 4WD,Toyota,2010,179,172
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 Sport V6,Toyota,2010,269,246
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 Sport V6 4WD,Toyota,2010,269,246
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 Limited,Toyota,2010,179,172
Four-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 Limited 4WD,Toyota,2010,179,172
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 Limited V6,Toyota,2010,269,246
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota RAV4 Limited V6 4WD,Toyota,2010,269,246
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Mitsubishi Eclipse Spyder GS-Sport,Mitsubishi,2012,162,162
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Mitsubishi Eclipse Spyder SE,Mitsubishi,2012,162,162
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Mitsubishi Eclipse Spyder GT,Mitsubishi,2012,265,262
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Coupe 1LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Coupe 1LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Coupe 2LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Coupe 2LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Coupe 3LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Coupe 3LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Coupe 4LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Coupe 4LT AT,Chevrolet,2011,430,424
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Eclipse Spyder GS-Sport,Mitsubishi,2011,162,162
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Eclipse Spyder GT,Mitsubishi,2011,265,262
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Eclipse Spyder GT,Mitsubishi,2010,265,262
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Eclipse Spyder GS,Mitsubishi,2010,162,162
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Endeavor LS,Mitsubishi,2011,225,255
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Endeavor SE,Mitsubishi,2011,225,255
All-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Endeavor SE AWD,Mitsubishi,2011,225,255
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Endeavor LS,Mitsubishi,2010,225,255
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Endeavor SE,Mitsubishi,2010,225,255
All-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Endeavor SE AWD,Mitsubishi,2010,225,255
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Galant SE,Mitsubishi,2011,160,157
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Galant ES,Mitsubishi,2011,160,157
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Galant ES,Mitsubishi,2010,160,157
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Galant SE,Mitsubishi,2010,160,157
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS-V Sedan,Cadillac,2011,556,551
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Cadillac CTS-V Sedan AT,Cadillac,2011,556,551
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Mitsubishi Lancer ES,Mitsubishi,2011,148,146
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Mitsubishi Lancer DE,Mitsubishi,2011,148,146
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Mitsubishi Lancer GTS,Mitsubishi,2011,168,167
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Mitsubishi Lancer DE,Mitsubishi,2010,152,146
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Mitsubishi Lancer GTS,Mitsubishi,2010,168,167
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Mitsubishi Lancer ES,Mitsubishi,2010,152,146
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Hyundai Veracruz Limited AWD,Hyundai,2010,260,257
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Cadillac CTS-V Sedan,Cadillac,2010,556,551
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Cadillac CTS-V Sedan AT,Cadillac,2010,556,551
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Cadillac CTS-V Coupe AT,Cadillac,2011,556,551
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS-V Coupe,Cadillac,2011,556,551
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS-V Wagon,Cadillac,2011,556,551
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Cadillac CTS-V Wagon AT,Cadillac,2011,556,551
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS Sport Sedan,Cadillac,2011,270,223
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Sport Sedan AT,Cadillac,2011,270,223
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Sport Sedan AWD,Cadillac,2011,270,223
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS Sport Sedan Luxury,Cadillac,2011,270,223
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Sport Sedan Luxury AT,Cadillac,2011,270,223
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Sport Sedan Performance,Cadillac,2011,270,223
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Sport Sedan Performance AWD,Cadillac,2011,270,223
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS Sport Sedan 3.6L Performance,Cadillac,2011,304,273
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Sport Sedan 3.6L Performance AT,Cadillac,2011,304,273
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Cadillac CTS Sport Sedan Luxury AT,Cadillac,2010,270,223
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS Sport Sedan Premium,Cadillac,2011,304,273
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Sport Sedan Premium AT,Cadillac,2011,304,273
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Sport Sedan Premium AWD,Cadillac,2011,304,273
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS Sport Sedan,Cadillac,2010,270,223
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia SR5,Toyota,2011,310,327
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia SR5 4x4,Toyota,2011,310,327
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia SR5 5.7L 4x4,Toyota,2011,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia SR5 FFV,Toyota,2011,381,401
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia Limited,Toyota,2011,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia Limited 4x4,Toyota,2011,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia Limited FFV,Toyota,2011,381,401
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia Platinum,Toyota,2011,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia Platinum 4x4,Toyota,2011,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Sequoia Platinum FFV,Toyota,2011,381,401
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 BMW 328i Convertible,BMW Motorrad,2010,230,200
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 335i Convertible AT,BMW,2010,300,300
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 BMW 335i Convertible,BMW,2010,300,300
